"","go_id","pval","padj","description","full_go","cluster"
"624","GO:0000447",0.000618690631953628,0.0156807437165755,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","GO:0000447 endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1
"625","GO:0009113",0.000618690631953628,0.0156807437165755,"purine nucleobase biosynthetic process","GO:0009113 purine nucleobase biosynthetic process",1
"626","GO:0043633",0.000618690631953628,0.0156807437165755,"polyadenylation-dependent RNA catabolic process","GO:0043633 polyadenylation-dependent RNA catabolic process",1
"627","GO:0051301",0.000625804904648899,0.0158357585600629,"cell division","GO:0051301 cell division",1
"628","GO:0051100",0.000655108017823444,0.0165508659407433,"negative regulation of binding","GO:0051100 negative regulation of binding",1
"629","GO:0009725",0.000672889853117407,0.0169730849118613,"response to hormone","GO:0009725 response to hormone",1
"630","GO:0032436",0.000688746255409814,0.0173454731560827,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","GO:0032436 positive regulation of proteasomal ubiquitin-dependent protein catabolic process",1
"631","GO:0007260",0.000694338693164044,0.0174185566875654,"tyrosine phosphorylation of STAT protein","GO:0007260 tyrosine phosphorylation of STAT protein",1
"632","GO:0010586",0.000696078134400341,0.0174185566875654,"miRNA metabolic process","GO:0010586 miRNA metabolic process",1
"633","GO:0033523",0.00070152891235058,0.0174185566875654,"histone H2B ubiquitination","GO:0033523 histone H2B ubiquitination",1
"634","GO:0036490",0.00070152891235058,0.0174185566875654,"regulation of translation in response to endoplasmic reticulum stress","GO:0036490 regulation of translation in response to endoplasmic reticulum stress",1
"635","GO:0071027",0.00070152891235058,0.0174185566875654,"nuclear RNA surveillance","GO:0071027 nuclear RNA surveillance",1
"636","GO:0071028",0.00070152891235058,0.0174185566875654,"nuclear mRNA surveillance","GO:0071028 nuclear mRNA surveillance",1
"637","GO:0071480",0.000696078134400341,0.0174185566875654,"cellular response to gamma radiation","GO:0071480 cellular response to gamma radiation",1
"638","GO:0098789",0.00070152891235058,0.0174185566875654,"pre-mRNA cleavage required for polyadenylation","GO:0098789 pre-mRNA cleavage required for polyadenylation",1
"639","GO:0099532",0.00070152891235058,0.0174185566875654,"synaptic vesicle endosomal processing","GO:0099532 synaptic vesicle endosomal processing",1
"640","GO:0035239",0.000707457734566773,0.0175383194009944,"tube morphogenesis","GO:0035239 tube morphogenesis",1
"641","GO:1900246",0.000708897319508218,0.0175465910628976,"positive regulation of RIG-I signaling pathway","GO:1900246 positive regulation of RIG-I signaling pathway",1
"642","GO:1904356",0.000727218215155019,0.0179720314667438,"regulation of telomere maintenance via telomere lengthening","GO:1904356 regulation of telomere maintenance via telomere lengthening",1
"643","GO:1901214",0.000739805926610714,0.0182546824752809,"regulation of neuron death","GO:1901214 regulation of neuron death",1
"644","GO:1903008",0.000757459478624809,0.0186612610059957,"organelle disassembly","GO:1903008 organelle disassembly",1
"645","GO:0043370",0.000776990003156111,0.0190831631425307,"regulation of CD4-positive, alpha-beta T cell differentiation","GO:0043370 regulation of CD4-positive, alpha-beta T cell differentiation",1
"646","GO:1990928",0.000776990003156111,0.0190831631425307,"response to amino acid starvation","GO:1990928 response to amino acid starvation",1
"647","GO:0042127",0.000782220361348241,0.0191819292938967,"regulation of cell population proliferation","GO:0042127 regulation of cell population proliferation",1
"648","GO:0048869",0.000818430058571719,0.0200389063415106,"cellular developmental process","GO:0048869 cellular developmental process",1
"649","GO:0034605",0.000861246154286013,0.0210547480491554,"cellular response to heat","GO:0034605 cellular response to heat",1
"650","GO:0042594",0.000867059942017345,0.0211642662154572,"response to starvation","GO:0042594 response to starvation",1
"651","GO:0007033",0.000885905206772932,0.0215910476354214,"vacuole organization","GO:0007033 vacuole organization",1
"652","GO:0070129",0.000892263486814972,0.0217126571806846,"regulation of mitochondrial translation","GO:0070129 regulation of mitochondrial translation",1
"653","GO:0062125",0.000901763896823442,0.0219102388774896,"regulation of mitochondrial gene expression","GO:0062125 regulation of mitochondrial gene expression",1
"654","GO:0043542",0.000917993916067618,0.0222704762573835,"endothelial cell migration","GO:0043542 endothelial cell migration",1
"655","GO:0051272",0.000926987689681084,0.0224543308160001,"positive regulation of cellular component movement","GO:0051272 positive regulation of cellular component movement",1
"656","GO:0003300",0.000935755586674889,0.0225977140611626,"cardiac muscle hypertrophy","GO:0003300 cardiac muscle hypertrophy",1
"657","GO:2001243",0.000935755586674889,0.0225977140611626,"negative regulation of intrinsic apoptotic signaling pathway","GO:2001243 negative regulation of intrinsic apoptotic signaling pathway",1
"658","GO:0071806",0.000940974900425113,0.0226892215351745,"protein transmembrane transport","GO:0071806 protein transmembrane transport",1
"659","GO:0006513",0.000982185612118887,0.0235761478833901,"protein monoubiquitination","GO:0006513 protein monoubiquitination",1
"660","GO:0045623",0.000982215665632225,0.0235761478833901,"negative regulation of T-helper cell differentiation","GO:0045623 negative regulation of T-helper cell differentiation",1
"661","GO:2001236",0.000979554910119104,0.0235761478833901,"regulation of extrinsic apoptotic signaling pathway","GO:2001236 regulation of extrinsic apoptotic signaling pathway",1
"662","GO:0010948",0.000995084887771908,0.0238489680202252,"negative regulation of cell cycle process","GO:0010948 negative regulation of cell cycle process",1
"663","GO:0070988",0.00101558004584426,0.0242668569388027,"demethylation","GO:0070988 demethylation",1
"664","GO:2000736",0.00101558004584426,0.0242668569388027,"regulation of stem cell differentiation","GO:2000736 regulation of stem cell differentiation",1
"665","GO:2000573",0.0010204392704739,0.0243462999478781,"positive regulation of DNA biosynthetic process","GO:2000573 positive regulation of DNA biosynthetic process",1
"666","GO:0033157",0.00104210695625711,0.0248259293813444,"regulation of intracellular protein transport","GO:0033157 regulation of intracellular protein transport",1
"667","GO:0006281",0.00107000811026625,0.0254523968178177,"DNA repair","GO:0006281 DNA repair",1
"668","GO:2001252",0.00108443563985046,0.0257569698530948,"positive regulation of chromosome organization","GO:2001252 positive regulation of chromosome organization",1
"669","GO:0048514",0.00109538690306382,0.0259781892436631,"blood vessel morphogenesis","GO:0048514 blood vessel morphogenesis",1
"670","GO:0009790",0.00110313609255131,0.0261229212603269,"embryo development","GO:0009790 embryo development",1
"671","GO:0044419",0.00110534709519282,0.0261362697650212,"biological process involved in interspecies interaction between organisms","GO:0044419 biological process involved in interspecies interaction between organisms",1
"672","GO:0030488",0.001110988830708,0.026230578553591,"tRNA methylation","GO:0030488 tRNA methylation",1
"673","GO:1901522",0.00114192634884328,0.0268810140218805,"positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus","GO:1901522 positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus",1
"674","GO:2000737",0.00114192634884328,0.0268810140218805,"negative regulation of stem cell differentiation","GO:2000737 negative regulation of stem cell differentiation",1
"675","GO:0022411",0.0011441702954013,0.0268939346767956,"cellular component disassembly","GO:0022411 cellular component disassembly",1
"676","GO:0030838",0.00116655603534287,0.0273569823842601,"positive regulation of actin filament polymerization","GO:0030838 positive regulation of actin filament polymerization",1
"677","GO:0031063",0.00116731861049692,0.0273569823842601,"regulation of histone deacetylation","GO:0031063 regulation of histone deacetylation",1
"678","GO:1903844",0.00117472054002029,0.0274898467374069,"regulation of cellular response to transforming growth factor beta stimulus","GO:1903844 regulation of cellular response to transforming growth factor beta stimulus",1
"679","GO:0017015",0.00118297908390455,0.0276423360018109,"regulation of transforming growth factor beta receptor signaling pathway","GO:0017015 regulation of transforming growth factor beta receptor signaling pathway",1
"680","GO:0006379",0.00120795001331674,0.027897139608855,"mRNA cleavage","GO:0006379 mRNA cleavage",1
"681","GO:0007000",0.00120795001331674,0.027897139608855,"nucleolus organization","GO:0007000 nucleolus organization",1
"682","GO:0009301",0.00120795001331674,0.027897139608855,"snRNA transcription","GO:0009301 snRNA transcription",1
"683","GO:0018196",0.00120795001331674,0.027897139608855,"peptidyl-asparagine modification","GO:0018196 peptidyl-asparagine modification",1
"684","GO:0019081",0.00120795001331674,0.027897139608855,"viral translation","GO:0019081 viral translation",1
"685","GO:0043968",0.00120795001331674,0.027897139608855,"histone H2A acetylation","GO:0043968 histone H2A acetylation",1
"686","GO:0070200",0.00120795001331674,0.027897139608855,"establishment of protein localization to telomere","GO:0070200 establishment of protein localization to telomere",1
"687","GO:0090398",0.00120556206625613,0.027897139608855,"cellular senescence","GO:0090398 cellular senescence",1
"688","GO:0002042",0.00121809641678933,0.0280498080533809,"cell migration involved in sprouting angiogenesis","GO:0002042 cell migration involved in sprouting angiogenesis",1
"689","GO:2000059",0.00121809641678933,0.0280498080533809,"negative regulation of ubiquitin-dependent protein catabolic process","GO:2000059 negative regulation of ubiquitin-dependent protein catabolic process",1
"690","GO:0050790",0.00122919071752162,0.0282642607597072,"regulation of catalytic activity","GO:0050790 regulation of catalytic activity",1
"691","GO:0031347",0.00124060659005073,0.0284854763498478,"regulation of defense response","GO:0031347 regulation of defense response",1
"692","GO:0010632",0.00124977965433091,0.0286546300514657,"regulation of epithelial cell migration","GO:0010632 regulation of epithelial cell migration",1
"693","GO:0010507",0.00125728992443089,0.028785226466119,"negative regulation of autophagy","GO:0010507 negative regulation of autophagy",1
"694","GO:0001568",0.00128599091131485,0.0293999017275525,"blood vessel development","GO:0001568 blood vessel development",1
"695","GO:2000142",0.00131147786980498,0.0299394358019076,"regulation of DNA-templated transcription, initiation","GO:2000142 regulation of DNA-templated transcription, initiation",1
"696","GO:0035329",0.00131759217191668,0.0299927078904305,"hippo signaling","GO:0035329 hippo signaling",1
"697","GO:2000144",0.00131759217191668,0.0299927078904305,"positive regulation of DNA-templated transcription, initiation","GO:2000144 positive regulation of DNA-templated transcription, initiation",1
"698","GO:1903364",0.00133182728357756,0.030273311864243,"positive regulation of cellular protein catabolic process","GO:1903364 positive regulation of cellular protein catabolic process",1
"699","GO:0001944",0.0013612947192467,0.0308988583913708,"vasculature development","GO:0001944 vasculature development",1
"700","GO:1990823",0.00137270796174594,0.0311134064586587,"response to leukemia inhibitory factor","GO:1990823 response to leukemia inhibitory factor",1
"701","GO:0000454",0.00140134086276848,0.0312270704054561,"snoRNA guided rRNA pseudouridine synthesis","GO:0000454 snoRNA guided rRNA pseudouridine synthesis",1
"702","GO:0006561",0.00140134086276848,0.0312270704054561,"proline biosynthetic process","GO:0006561 proline biosynthetic process",1
"703","GO:0034975",0.00140134086276848,0.0312270704054561,"protein folding in endoplasmic reticulum","GO:0034975 protein folding in endoplasmic reticulum",1
"704","GO:0035977",0.00140134086276848,0.0312270704054561,"protein deglycosylation involved in glycoprotein catabolic process","GO:0035977 protein deglycosylation involved in glycoprotein catabolic process",1
"705","GO:0036015",0.00140134086276848,0.0312270704054561,"response to interleukin-3","GO:0036015 response to interleukin-3",1
"706","GO:0036016",0.00140134086276848,0.0312270704054561,"cellular response to interleukin-3","GO:0036016 cellular response to interleukin-3",1
"707","GO:0036507",0.00140134086276848,0.0312270704054561,"protein demannosylation","GO:0036507 protein demannosylation",1
"708","GO:0036508",0.00140134086276848,0.0312270704054561,"protein alpha-1,2-demannosylation","GO:0036508 protein alpha-1,2-demannosylation",1
"709","GO:0071033",0.00140134086276848,0.0312270704054561,"nuclear retention of pre-mRNA at the site of transcription","GO:0071033 nuclear retention of pre-mRNA at the site of transcription",1
"710","GO:0075525",0.00140134086276848,0.0312270704054561,"viral translational termination-reinitiation","GO:0075525 viral translational termination-reinitiation",1
"711","GO:1904382",0.00140134086276848,0.0312270704054561,"mannose trimming involved in glycoprotein ERAD pathway","GO:1904382 mannose trimming involved in glycoprotein ERAD pathway",1
"712","GO:2000301",0.00140134086276848,0.0312270704054561,"negative regulation of synaptic vesicle exocytosis","GO:2000301 negative regulation of synaptic vesicle exocytosis",1
"713","GO:0002831",0.00140905189061363,0.0313548629684094,"regulation of response to biotic stimulus","GO:0002831 regulation of response to biotic stimulus",1
"714","GO:2000026",0.00141417842049144,0.0314248666940017,"regulation of multicellular organismal development","GO:2000026 regulation of multicellular organismal development",1
"715","GO:0030097",0.00142669356574966,0.0316586295303273,"hemopoiesis","GO:0030097 hemopoiesis",1
"716","GO:0002828",0.00144517792716588,0.031934809181635,"regulation of type 2 immune response","GO:0002828 regulation of type 2 immune response",1
"717","GO:0030224",0.00144517792716588,0.031934809181635,"monocyte differentiation","GO:0030224 monocyte differentiation",1
"718","GO:1901532",0.00144517792716588,0.031934809181635,"regulation of hematopoietic progenitor cell differentiation","GO:1901532 regulation of hematopoietic progenitor cell differentiation",1
"719","GO:0032210",0.00144937350631476,0.0319385556266528,"regulation of telomere maintenance via telomerase","GO:0032210 regulation of telomere maintenance via telomerase",1
"720","GO:0045740",0.00144937350631476,0.0319385556266528,"positive regulation of DNA replication","GO:0045740 positive regulation of DNA replication",1
"721","GO:0043500",0.00145642772793094,0.0320009667585088,"muscle adaptation","GO:0043500 muscle adaptation",1
"722","GO:0071218",0.00145825658429358,0.0320009667585088,"cellular response to misfolded protein","GO:0071218 cellular response to misfolded protein",1
"723","GO:2000209",0.00145825658429358,0.0320009667585088,"regulation of anoikis","GO:2000209 regulation of anoikis",1
"724","GO:0042795",0.00146373334896849,0.0320325425030814,"snRNA transcription by RNA polymerase II","GO:0042795 snRNA transcription by RNA polymerase II",1
"725","GO:2000628",0.00146373334896849,0.0320325425030814,"regulation of miRNA metabolic process","GO:2000628 regulation of miRNA metabolic process",1
"726","GO:0071383",0.0014881193041975,0.0325213510749278,"cellular response to steroid hormone stimulus","GO:0071383 cellular response to steroid hormone stimulus",1
"727","GO:0048661",0.00149891124451694,0.0327121400350836,"positive regulation of smooth muscle cell proliferation","GO:0048661 positive regulation of smooth muscle cell proliferation",1
"728","GO:0010165",0.00151128142186345,0.0328916200813243,"response to X-ray","GO:0010165 response to X-ray",1
"729","GO:0034063",0.00151128142186345,0.0328916200813243,"stress granule assembly","GO:0034063 stress granule assembly",1
"730","GO:0009792",0.00151613549265122,0.0329520626389099,"embryo development ending in birth or egg hatching","GO:0009792 embryo development ending in birth or egg hatching",1
"731","GO:0007165",0.00152004184427754,0.0329917700428282,"signal transduction","GO:0007165 signal transduction",1
"732","GO:0030334",0.00152942330982147,0.0331500413027697,"regulation of cell migration","GO:0030334 regulation of cell migration",1
"733","GO:0032206",0.00157757413714482,0.0341005330516891,"positive regulation of telomere maintenance","GO:0032206 positive regulation of telomere maintenance",1
"734","GO:0043392",0.00157757413714482,0.0341005330516891,"negative regulation of DNA binding","GO:0043392 negative regulation of DNA binding",1
"735","GO:0043009",0.00166061798791043,0.0358467550968529,"chordate embryonic development","GO:0043009 chordate embryonic development",1
"736","GO:0048584",0.00170037566790727,0.0366551091671423,"positive regulation of response to stimulus","GO:0048584 positive regulation of response to stimulus",1
"737","GO:0046825",0.00171716342032631,0.0369667772413801,"regulation of protein export from nucleus","GO:0046825 regulation of protein export from nucleus",1
"738","GO:0006983",0.00173462318440569,0.0371410680752776,"ER overload response","GO:0006983 ER overload response",1
"739","GO:0033182",0.00173462318440569,0.0371410680752776,"regulation of histone ubiquitination","GO:0033182 regulation of histone ubiquitination",1
"740","GO:0044093",0.00172945596530367,0.0371410680752776,"positive regulation of molecular function","GO:0044093 positive regulation of molecular function",1
"741","GO:0070278",0.00173462318440569,0.0371410680752776,"extracellular matrix constituent secretion","GO:0070278 extracellular matrix constituent secretion",1
"742","GO:1901215",0.00173829113977226,0.0371694436976101,"negative regulation of neuron death","GO:1901215 negative regulation of neuron death",1
"743","GO:0046578",0.00177084815160906,0.0378146389951943,"regulation of Ras protein signal transduction","GO:0046578 regulation of Ras protein signal transduction",1
"744","GO:2001235",0.00177535068733842,0.0378598306523003,"positive regulation of apoptotic signaling pathway","GO:2001235 positive regulation of apoptotic signaling pathway",1
"745","GO:1901652",0.00183000524797334,0.0389729708246241,"response to peptide","GO:1901652 response to peptide",1
"746","GO:0071229",0.00183689013607793,0.0390671567010891,"cellular response to acid chemical","GO:0071229 cellular response to acid chemical",1
"747","GO:0048511",0.00184584532890563,0.0392050629028336,"rhythmic process","GO:0048511 rhythmic process",1
"748","GO:0009299",0.00185655209679158,0.0393797534327476,"mRNA transcription","GO:0009299 mRNA transcription",1
"749","GO:0001934",0.00186404216465586,0.0394630304345002,"positive regulation of protein phosphorylation","GO:0001934 positive regulation of protein phosphorylation",1
"750","GO:0043535",0.00186545271813155,0.0394630304345002,"regulation of blood vessel endothelial cell migration","GO:0043535 regulation of blood vessel endothelial cell migration",1
"751","GO:0034502",0.00187259944384248,0.0395614684101262,"protein localization to chromosome","GO:0034502 protein localization to chromosome",1
"752","GO:2001237",0.00187548350334873,0.0395697091278338,"negative regulation of extrinsic apoptotic signaling pathway","GO:2001237 negative regulation of extrinsic apoptotic signaling pathway",1
"753","GO:0006829",0.00188151589843759,0.0396442646010768,"zinc ion transport","GO:0006829 zinc ion transport",1
"754","GO:0070997",0.00195729442693977,0.0411862511642261,"neuron death","GO:0070997 neuron death",1
"755","GO:0000492",0.00198389139788621,0.0415256212649903,"box C/D snoRNP assembly","GO:0000492 box C/D snoRNP assembly",1
"756","GO:0016078",0.00198389139788621,0.0415256212649903,"tRNA catabolic process","GO:0016078 tRNA catabolic process",1
"757","GO:0031442",0.00198389139788621,0.0415256212649903,"positive regulation of mRNA 3'-end processing","GO:0031442 positive regulation of mRNA 3'-end processing",1
"758","GO:0060693",0.00198389139788621,0.0415256212649903,"regulation of branching involved in salivary gland morphogenesis","GO:0060693 regulation of branching involved in salivary gland morphogenesis",1
"759","GO:0008284",0.00200040608143927,0.0418161302873721,"positive regulation of cell population proliferation","GO:0008284 positive regulation of cell population proliferation",1
"760","GO:0006369",0.00202829919513328,0.0418746914928635,"termination of RNA polymerase II transcription","GO:0006369 termination of RNA polymerase II transcription",1
"761","GO:0006486",0.00203223953419292,0.0418746914928635,"protein glycosylation","GO:0006486 protein glycosylation",1
"762","GO:0006498",0.00202829919513328,0.0418746914928635,"N-terminal protein lipidation","GO:0006498 N-terminal protein lipidation",1
"763","GO:0010720",0.00202037402535432,0.0418746914928635,"positive regulation of cell development","GO:0010720 positive regulation of cell development",1
"764","GO:0031204",0.00202829919513328,0.0418746914928635,"posttranslational protein targeting to membrane, translocation","GO:0031204 posttranslational protein targeting to membrane, translocation",1
"765","GO:0034475",0.00202829919513328,0.0418746914928635,"U4 snRNA 3'-end processing","GO:0034475 U4 snRNA 3'-end processing",1
"766","GO:0040031",0.00202829919513328,0.0418746914928635,"snRNA modification","GO:0040031 snRNA modification",1
"767","GO:0042256",0.00202829919513328,0.0418746914928635,"mature ribosome assembly","GO:0042256 mature ribosome assembly",1
"768","GO:0043413",0.00203223953419292,0.0418746914928635,"macromolecule glycosylation","GO:0043413 macromolecule glycosylation",1
"769","GO:0043634",0.00202829919513328,0.0418746914928635,"polyadenylation-dependent ncRNA catabolic process","GO:0043634 polyadenylation-dependent ncRNA catabolic process",1
"770","GO:1904872",0.00202829919513328,0.0418746914928635,"regulation of telomerase RNA localization to Cajal body","GO:1904872 regulation of telomerase RNA localization to Cajal body",1
"771","GO:0051056",0.00203549765458579,0.0418874264431363,"regulation of small GTPase mediated signal transduction","GO:0051056 regulation of small GTPase mediated signal transduction",1
"772","GO:1990830",0.00203934787220602,0.0419122970730839,"cellular response to leukemia inhibitory factor","GO:1990830 cellular response to leukemia inhibitory factor",1
"773","GO:0016574",0.00204417429757049,0.0419571402396551,"histone ubiquitination","GO:0016574 histone ubiquitination",1
"774","GO:0030330",0.00205908943675468,0.0422086731312012,"DNA damage response, signal transduction by p53 class mediator","GO:0030330 DNA damage response, signal transduction by p53 class mediator",1
"775","GO:0032273",0.00210895308919674,0.0431750318879942,"positive regulation of protein polymerization","GO:0032273 positive regulation of protein polymerization",1
"776","GO:0010506",0.00213132107828215,0.0433899538711697,"regulation of autophagy","GO:0010506 regulation of autophagy",1
"777","GO:0010612",0.00213312517455643,0.0433899538711697,"regulation of cardiac muscle adaptation","GO:0010612 regulation of cardiac muscle adaptation",1
"778","GO:0031669",0.00212225610160494,0.0433899538711697,"cellular response to nutrient levels","GO:0031669 cellular response to nutrient levels",1
"779","GO:0090435",0.00213312517455643,0.0433899538711697,"protein localization to nuclear envelope","GO:0090435 protein localization to nuclear envelope",1
"780","GO:2000674",0.00213312517455643,0.0433899538711697,"regulation of type B pancreatic cell apoptotic process","GO:2000674 regulation of type B pancreatic cell apoptotic process",1
"781","GO:1903052",0.00217353477321671,0.0441553171726713,"positive regulation of proteolysis involved in cellular protein catabolic process","GO:1903052 positive regulation of proteolysis involved in cellular protein catabolic process",1
"782","GO:0051438",0.00219156955102379,0.0444647602257589,"regulation of ubiquitin-protein transferase activity","GO:0051438 regulation of ubiquitin-protein transferase activity",1
"783","GO:0042327",0.00221088728884337,0.044799409610203,"positive regulation of phosphorylation","GO:0042327 positive regulation of phosphorylation",1
"784","GO:0051897",0.00230077998869755,0.0465614480875962,"positive regulation of protein kinase B signaling","GO:0051897 positive regulation of protein kinase B signaling",1
"785","GO:0016571",0.00230656727699128,0.046619103715597,"histone methylation","GO:0016571 histone methylation",1
"786","GO:0001522",0.00235344121962391,0.0469681740761671,"pseudouridine synthesis","GO:0001522 pseudouridine synthesis",1
"787","GO:0002682",0.00234325973651187,0.0469681740761671,"regulation of immune system process","GO:0002682 regulation of immune system process",1
"788","GO:0014897",0.0023318972332323,0.0469681740761671,"striated muscle hypertrophy","GO:0014897 striated muscle hypertrophy",1
"789","GO:0034471",0.00235344121962391,0.0469681740761671,"ncRNA 5'-end processing","GO:0034471 ncRNA 5'-end processing",1
"790","GO:0042026",0.00235344121962391,0.0469681740761671,"protein refolding","GO:0042026 protein refolding",1
"791","GO:0045785",0.00234550369902611,0.0469681740761671,"positive regulation of cell adhesion","GO:0045785 positive regulation of cell adhesion",1
"792","GO:0051239",0.00233668655593049,0.0469681740761671,"regulation of multicellular organismal process","GO:0051239 regulation of multicellular organismal process",1
"793","GO:0070935",0.00235344121962391,0.0469681740761671,"3'-UTR-mediated mRNA stabilization","GO:0070935 3'-UTR-mediated mRNA stabilization",1
"794","GO:1902236",0.00235344121962391,0.0469681740761671,"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","GO:1902236 negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",1
"795","GO:2000060",0.0023318972332323,0.0469681740761671,"positive regulation of ubiquitin-dependent protein catabolic process","GO:2000060 positive regulation of ubiquitin-dependent protein catabolic process",1
"796","GO:0030154",0.00238426648091776,0.0475235828972879,"cell differentiation","GO:0030154 cell differentiation",1
"797","GO:1901991",0.0024378051878348,0.0485297579801593,"negative regulation of mitotic cell cycle phase transition","GO:1901991 negative regulation of mitotic cell cycle phase transition",1
"798","GO:0007176",0.0024519005997055,0.0486298794524112,"regulation of epidermal growth factor-activated receptor activity","GO:0007176 regulation of epidermal growth factor-activated receptor activity",1
"799","GO:0010811",0.00245202972153844,0.0486298794524112,"positive regulation of cell-substrate adhesion","GO:0010811 positive regulation of cell-substrate adhesion",1
"800","GO:1901798",0.0024519005997055,0.0486298794524112,"positive regulation of signal transduction by p53 class mediator","GO:1901798 positive regulation of signal transduction by p53 class mediator",1
"801","GO:0009987",9.2056847450591e-14,1.46057394165108e-09,"cellular process","GO:0009987 cellular process",2
"802","GO:0044281",5.97376204146503e-13,4.73898542749421e-09,"small molecule metabolic process","GO:0044281 small molecule metabolic process",2
"803","GO:0045333",4.99490742628468e-12,2.64164004084776e-08,"cellular respiration","GO:0045333 cellular respiration",2
"804","GO:0009060",9.60136385378926e-12,3.80838097260551e-08,"aerobic respiration","GO:0009060 aerobic respiration",2
"805","GO:0044282",5.1460757279217e-11,1.63295274998411e-07,"small molecule catabolic process","GO:0044282 small molecule catabolic process",2
"806","GO:0006091",6.45971297811837e-11,1.70816343518043e-07,"generation of precursor metabolites and energy","GO:0006091 generation of precursor metabolites and energy",2
"807","GO:0046034",6.07312905760671e-10,1.37651808039983e-06,"ATP metabolic process","GO:0046034 ATP metabolic process",2
"808","GO:0006119",2.29908864945176e-09,4.5596675640252e-06,"oxidative phosphorylation","GO:0006119 oxidative phosphorylation",2
"809","GO:0015980",4.00027971574383e-09,7.0520486633324e-06,"energy derivation by oxidation of organic compounds","GO:0015980 energy derivation by oxidation of organic compounds",2
"810","GO:1901135",4.8360693190605e-09,7.67290758162139e-06,"carbohydrate derivative metabolic process","GO:1901135 carbohydrate derivative metabolic process",2
"811","GO:0019637",8.12075516881753e-09,1.17130819553144e-05,"organophosphate metabolic process","GO:0019637 organophosphate metabolic process",2
"812","GO:0006635",9.97426107058992e-09,1.3187635512165e-05,"fatty acid beta-oxidation","GO:0006635 fatty acid beta-oxidation",2
"813","GO:0022900",2.0253427850194e-08,2.00838053919486e-05,"electron transport chain","GO:0022900 electron transport chain",2
"814","GO:0030258",1.88666707516797e-08,2.00838053919486e-05,"lipid modification","GO:0030258 lipid modification",2
"815","GO:0046395",1.95595720410295e-08,2.00838053919486e-05,"carboxylic acid catabolic process","GO:0046395 carboxylic acid catabolic process",2
"816","GO:0072329",1.93386545250152e-08,2.00838053919486e-05,"monocarboxylic acid catabolic process","GO:0072329 monocarboxylic acid catabolic process",2
"817","GO:0022904",2.15977293120717e-08,2.015703372149e-05,"respiratory electron transport chain","GO:0022904 respiratory electron transport chain",2
"818","GO:0016054",2.88010544226502e-08,2.40503962878825e-05,"organic acid catabolic process","GO:0016054 organic acid catabolic process",2
"819","GO:0042773",2.84669844792627e-08,2.40503962878825e-05,"ATP synthesis coupled electron transport","GO:0042773 ATP synthesis coupled electron transport",2
"820","GO:0019395",4.40790706910149e-08,3.40969326908107e-05,"fatty acid oxidation","GO:0019395 fatty acid oxidation",2
"821","GO:0090407",4.51301894936988e-08,3.40969326908107e-05,"organophosphate biosynthetic process","GO:0090407 organophosphate biosynthetic process",2
"822","GO:0042775",5.84788820631399e-08,4.21739064915353e-05,"mitochondrial ATP synthesis coupled electron transport","GO:0042775 mitochondrial ATP synthesis coupled electron transport",2
"823","GO:0034440",7.03886157603803e-08,4.85559033762693e-05,"lipid oxidation","GO:0034440 lipid oxidation",2
"824","GO:0010257",1.55438728662243e-07,9.86476347582061e-05,"NADH dehydrogenase complex assembly","GO:0010257 NADH dehydrogenase complex assembly",2
"825","GO:0032981",1.55438728662243e-07,9.86476347582061e-05,"mitochondrial respiratory chain complex I assembly","GO:0032981 mitochondrial respiratory chain complex I assembly",2
"826","GO:0009062",1.77588334320696e-07,0.000108369865858929,"fatty acid catabolic process","GO:0009062 fatty acid catabolic process",2
"827","GO:0019646",2.13296194329563e-07,0.000125339163675291,"aerobic electron transport chain","GO:0019646 aerobic electron transport chain",2
"828","GO:0044237",2.45988464214206e-07,0.000139387606186521,"cellular metabolic process","GO:0044237 cellular metabolic process",2
"829","GO:0043436",3.43287434981836e-07,0.000187813739428338,"oxoacid metabolic process","GO:0043436 oxoacid metabolic process",2
"830","GO:0019752",3.67765618251048e-07,0.000190461597466339,"carboxylic acid metabolic process","GO:0019752 carboxylic acid metabolic process",2
"831","GO:0033108",3.7213598395667e-07,0.000190461597466339,"mitochondrial respiratory chain complex assembly","GO:0033108 mitochondrial respiratory chain complex assembly",2
"832","GO:0006629",4.41824794486885e-07,0.000219062255916529,"lipid metabolic process","GO:0006629 lipid metabolic process",2
"833","GO:0006082",4.77966959188485e-07,0.000229800720438924,"organic acid metabolic process","GO:0006082 organic acid metabolic process",2
"834","GO:1901137",4.94738409728042e-07,0.000230868223786621,"carbohydrate derivative biosynthetic process","GO:1901137 carbohydrate derivative biosynthetic process",2
"835","GO:0008152",7.43848067056158e-07,0.000337172416405958,"metabolic process","GO:0008152 metabolic process",2
